timestamp,device_os,dma,conversion
1707212773,android,"Boston (Manchester), Massachusetts",0
1707212962,ios,"Chicago, Illinois",0
1707213045,ios,"New York, New York",0
1707213166,android,"New York, New York",0
1707213173,android,"Atlanta, Georgia",0
1707214276,ios,"New York, New York",0
1707214343,ios,"New York, New York",0
1707214376,ios,"New York, New York",0
1707214450,ios,"Houston, Texas",0
1707214480,ios,"Chicago, Illinois",0
1707214630,ios,"New York, New York",0
1707214831,ios,"New York, New York",0
1707214982,android,"New York, New York",0
1707215374,android,"Los Angeles, California",0
1707215613,ios,"Boston (Manchester), Massachusetts",0
1707215705,android,"New York, New York",0
1707215712,ios,"Boston (Manchester), Massachusetts",0
1707215928,ios,"New York, New York",0
1707216251,android,"New York, New York",0
1707216259,android,"Los Angeles, California",0
1707216394,ios,"Boston (Manchester), Massachusetts",0
1707216823,ios,"Dallas-Fort Worth, Texas",0
1707217703,android,"New York, New York",0
1707217714,ios,"New York, New York",0
1707217849,ios,"San Francisco-Oakland-San Jose, California",0
1707217988,ios,"Chicago, Illinois",0
1707218014,android,"Philadelphia, Pennsylvania",0
1707218397,android,"Washington, D.C. (Hagerstown)",0
1707218562,android,"Dallas-Fort Worth, Texas",0
1707218802,ios,"Houston, Texas",0
1707219454,ios,"New York, New York",0
1707219637,android,"New York, New York",0
1707219681,android,"Los Angeles, California",0
1707219758,ios,"Dallas-Fort Worth, Texas",0
1707219789,ios,"Boston (Manchester), Massachusetts",0
1707219811,android,"New York, New York",0
1707219814,android,"Atlanta, Georgia",0
1707220223,android,"New York, New York",0
1707220307,android,"New York, New York",0
1707220321,ios,"Chicago, Illinois",0
1707220359,android,"Los Angeles, California",0
1707220817,ios,"Atlanta, Georgia",0
1707221380,android,"Dallas-Fort Worth, Texas",0
1707221479,ios,"New York, New York",0
1707221538,ios,"Los Angeles, California",0
1707222039,ios,"Houston, Texas",0
1707222149,ios,"Los Angeles, California",0
1707222179,android,"Chicago, Illinois",0
1707222195,ios,"New York, New York",0
1707222250,ios,"New York, New York",0
1707222262,android,"Chicago, Illinois",0
1707222299,android,"New York, New York",0
1707222511,android,"Philadelphia, Pennsylvania",0
1707222626,ios,"Chicago, Illinois",0
1707222797,ios,"Los Angeles, California",0
1707222841,android,"Washington, D.C. (Hagerstown)",0
1707222846,ios,"New York, New York",0
1707223129,android,"New York, New York",0
1707223163,ios,"Philadelphia, Pennsylvania",0
1707223203,ios,"New York, New York",0
1707223352,ios,"Washington, D.C. (Hagerstown)",0
1707223368,ios,"Dallas-Fort Worth, Texas",0
1707223499,ios,"New York, New York",0
1707223622,android,"Washington, D.C. (Hagerstown)",0
1707223743,ios,"Chicago, Illinois",0
1707223745,ios,"New York, New York",0
1707223817,android,"Atlanta, Georgia",0
1707223848,ios,"New York, New York",0
1707224126,android,"New York, New York",0
1707224169,android,"Los Angeles, California",0
1707224312,ios,"Chicago, Illinois",0
1707224667,ios,"New York, New York",0
1707224857,ios,"New York, New York",0
1707224938,ios,"New York, New York",0
1707225212,ios,"New York, New York",0
1707225238,android,"Philadelphia, Pennsylvania",0
1707225345,ios,"Chicago, Illinois",0
1707225505,ios,"Chicago, Illinois",0
1707225517,android,"Boston (Manchester), Massachusetts",0
1707226304,ios,"New York, New York",0
1707226328,android,"Los Angeles, California",0
1707226354,ios,"Los Angeles, California",0
1707226440,ios,"New York, New York",0
1707226488,ios,"New York, New York",0
1707226592,android,"Los Angeles, California",0
1707226930,ios,"Los Angeles, California",0
1707227141,ios,"Los Angeles, California",0
1707227351,ios,"Houston, Texas",0
1707227360,ios,"Los Angeles, California",0
1707227647,ios,"New York, New York",0
1707227677,android,"Washington, D.C. (Hagerstown)",0
1707228136,ios,"Los Angeles, California",0
1707228141,ios,"New York, New York",0
1707228605,ios,"Philadelphia, Pennsylvania",0
1707228734,ios,"New York, New York",0
1707228920,android,"New York, New York",0
1707229193,ios,"New York, New York",0
1707229334,ios,"Los Angeles, California",0
1707229425,ios,"New York, New York",0
1707229614,android,"San Francisco-Oakland-San Jose, California",0
1707229677,ios,"Philadelphia, Pennsylvania",0
1707229682,android,"New York, New York",0
1707229686,android,"Los Angeles, California",0
1707229750,ios,"Dallas-Fort Worth, Texas",0
1707229873,ios,"New York, New York",0
1707230196,ios,"New York, New York",0
1707230406,ios,"New York, New York",0
1707230548,android,"New York, New York",1
1707230948,android,"Houston, Texas",0
1707231288,ios,"San Francisco-Oakland-San Jose, California",0
1707231318,android,"Chicago, Illinois",0
1707231571,ios,"New York, New York",0
1707231583,ios,"New York, New York",0
1707231656,ios,"Los Angeles, California",0
1707231747,android,"Dallas-Fort Worth, Texas",0
1707231865,android,"San Francisco-Oakland-San Jose, California",0
1707231875,ios,"Chicago, Illinois",0
1707232033,ios,"Washington, D.C. (Hagerstown)",0
1707232088,ios,"New York, New York",0
1707232273,android,"Dallas-Fort Worth, Texas",0
1707232526,android,"San Francisco-Oakland-San Jose, California",0
1707232541,android,"Dallas-Fort Worth, Texas",0
1707232785,android,"Houston, Texas",0
1707232876,android,"Los Angeles, California",0
1707233017,ios,"Los Angeles, California",0
1707233180,android,"New York, New York",0
1707233197,ios,"New York, New York",0
1707233315,android,"Los Angeles, California",0
1707233565,ios,"Chicago, Illinois",0
1707233602,ios,"New York, New York",0
1707233728,android,"Dallas-Fort Worth, Texas",1
1707234081,ios,"San Francisco-Oakland-San Jose, California",0
1707234087,android,"Atlanta, Georgia",0
1707234104,android,"Boston (Manchester), Massachusetts",0
1707234348,android,"San Francisco-Oakland-San Jose, California",0
1707234363,android,"Washington, D.C. (Hagerstown)",0
1707234363,ios,"Los Angeles, California",0
1707234763,ios,"Chicago, Illinois",0
1707234829,android,"Philadelphia, Pennsylvania",0
1707235109,ios,"New York, New York",0
1707235617,android,"New York, New York",0
1707235801,ios,"Dallas-Fort Worth, Texas",0
1707236045,android,"Washington, D.C. (Hagerstown)",0
1707236060,ios,"New York, New York",0
1707236077,ios,"Dallas-Fort Worth, Texas",0
1707236156,android,"New York, New York",0
1707236162,android,"New York, New York",0
1707236669,ios,"New York, New York",0
1707236717,android,"New York, New York",0
1707237302,ios,"Chicago, Illinois",0
1707237306,android,"New York, New York",0
1707237317,ios,"Chicago, Illinois",0
1707237443,android,"New York, New York",0
1707237516,ios,"New York, New York",0
1707237850,android,"Chicago, Illinois",0
1707238187,android,"New York, New York",0
1707238506,ios,"Philadelphia, Pennsylvania",0
1707238819,ios,"New York, New York",0
1707239047,android,"Dallas-Fort Worth, Texas",0
1707239277,ios,"Atlanta, Georgia",0
1707239714,ios,"Washington, D.C. (Hagerstown)",0
1707239937,android,"Philadelphia, Pennsylvania",0
1707240041,ios,"New York, New York",0
1707240118,ios,"New York, New York",0
1707240259,android,"Dallas-Fort Worth, Texas",0
1707240461,android,"New York, New York",0
1707240525,android,"New York, New York",0
1707240542,ios,"New York, New York",0
1707240549,ios,"Philadelphia, Pennsylvania",0
1707240665,ios,"San Francisco-Oakland-San Jose, California",0
1707241135,ios,"New York, New York",0
1707241366,ios,"New York, New York",0
1707241481,android,"San Francisco-Oakland-San Jose, California",0
1707241541,android,"New York, New York",0
1707241873,android,"Los Angeles, California",0
1707241986,android,"Philadelphia, Pennsylvania",0
1707242071,android,"Philadelphia, Pennsylvania",0
1707242278,ios,"Houston, Texas",0
1707242323,ios,"Chicago, Illinois",0
1707242395,android,"Atlanta, Georgia",0
1707242401,ios,"Chicago, Illinois",0
1707242468,android,"New York, New York",0
1707242489,android,"Chicago, Illinois",0
1707242637,ios,"Los Angeles, California",0
1707243352,android,"Boston (Manchester), Massachusetts",0
1707243571,ios,"Los Angeles, California",0
1707243708,ios,"New York, New York",0
1707243881,ios,"Los Angeles, California",0
1707244011,ios,"Philadelphia, Pennsylvania",0
1707244378,ios,"New York, New York",0
1707244513,android,"Los Angeles, California",0
1707244566,android,"Boston (Manchester), Massachusetts",0
1707244595,ios,"Dallas-Fort Worth, Texas",0
1707244696,android,"Los Angeles, California",0
1707244838,ios,"New York, New York",0
1707245147,android,"Los Angeles, California",0
1707245352,android,"Los Angeles, California",0
1707245439,ios,"Houston, Texas",0
1707245509,ios,"San Francisco-Oakland-San Jose, California",0
1707245678,ios,"New York, New York",0
1707245722,ios,"Los Angeles, California",0
1707245782,android,"Boston (Manchester), Massachusetts",0
1707246182,android,"New York, New York",0
1707246491,ios,"Philadelphia, Pennsylvania",0
1707246539,android,"New York, New York",0
1707246659,android,"Chicago, Illinois",0
1707246857,android,"Houston, Texas",0
1707246895,ios,"Houston, Texas",0
1707247341,ios,"New York, New York",0
1707247487,android,"Philadelphia, Pennsylvania",0
1707247691,ios,"San Francisco-Oakland-San Jose, California",0
1707247698,ios,"Los Angeles, California",0
1707247725,android,"Philadelphia, Pennsylvania",0
1707247862,ios,"Los Angeles, California",0
1707247937,android,"New York, New York",0
1707247954,android,"Chicago, Illinois",0
1707248062,ios,"New York, New York",0
1707248565,android,"Chicago, Illinois",0
1707248725,android,"Washington, D.C. (Hagerstown)",0
1707249168,ios,"Chicago, Illinois",0
1707249261,ios,"New York, New York",0
1707249415,ios,"New York, New York",0
1707249438,ios,"New York, New York",0
1707249530,ios,"Boston (Manchester), Massachusetts",0
1707249568,android,"Los Angeles, California",0
1707249633,ios,"Los Angeles, California",0
1707249660,android,"Los Angeles, California",0
1707250242,android,"Philadelphia, Pennsylvania",0
1707250340,android,"New York, New York",0
1707250449,android,"New York, New York",0
1707250508,ios,"Chicago, Illinois",0
1707250753,ios,"Houston, Texas",0
1707250779,android,"Philadelphia, Pennsylvania",0
1707250999,android,"Los Angeles, California",0
1707251162,ios,"Chicago, Illinois",0
1707251473,ios,"New York, New York",0
1707251523,ios,"New York, New York",0
1707251788,android,"Washington, D.C. (Hagerstown)",0
1707251800,android,"San Francisco-Oakland-San Jose, California",0
1707251880,ios,"Los Angeles, California",0
1707251972,ios,"Atlanta, Georgia",0
1707252090,ios,"Philadelphia, Pennsylvania",0
1707252306,ios,"New York, New York",0
1707252467,android,"Los Angeles, California",0
1707252720,android,"San Francisco-Oakland-San Jose, California",0
1707252754,android,"New York, New York",0
1707252938,ios,"Boston (Manchester), Massachusetts",0
1707253242,ios,"New York, New York",0
1707253278,ios,"Dallas-Fort Worth, Texas",0
1707253647,android,"New York, New York",1
1707253660,android,"Chicago, Illinois",0
1707253983,android,"Houston, Texas",0
1707254154,ios,"Washington, D.C. (Hagerstown)",0
1707254174,ios,"Houston, Texas",0
1707254239,android,"Los Angeles, California",0
1707254271,android,"New York, New York",0
1707254353,android,"Los Angeles, California",0
1707254458,ios,"New York, New York",0
1707254526,ios,"New York, New York",0
1707254784,ios,"Houston, Texas",0
1707255123,ios,"New York, New York",0
1707255582,android,"Washington, D.C. (Hagerstown)",0
1707255603,ios,"New York, New York",0
1707255610,ios,"New York, New York",0
1707255834,ios,"Houston, Texas",0
1707255866,ios,"Dallas-Fort Worth, Texas",0
1707255927,ios,"Chicago, Illinois",0
1707255989,android,"New York, New York",0
1707256059,android,"New York, New York",0
1707256162,android,"Houston, Texas",0
1707256755,ios,"Chicago, Illinois",0
1707257029,ios,"Los Angeles, California",0
1707257111,android,"Washington, D.C. (Hagerstown)",0
1707257165,android,"Los Angeles, California",0
1707257361,android,"Chicago, Illinois",0
1707257871,ios,"New York, New York",0
1707258022,ios,"New York, New York",0
1707258235,ios,"Los Angeles, California",0
1707258293,ios,"New York, New York",0
1707258736,android,"Chicago, Illinois",0
1707258915,ios,"Los Angeles, California",0
1707259685,ios,"New York, New York",0
1707259685,android,"Boston (Manchester), Massachusetts",0
1707259792,ios,"New York, New York",0
1707260390,android,"New York, New York",0
1707260581,android,"New York, New York",0
1707260796,android,"New York, New York",0
1707260982,ios,"Chicago, Illinois",0
1707261140,ios,"Boston (Manchester), Massachusetts",0
1707261229,ios,"San Francisco-Oakland-San Jose, California",0
1707261247,android,"New York, New York",0
1707261712,android,"New York, New York",0
1707261999,android,"New York, New York",0
1707262186,ios,"New York, New York",0
1707262302,ios,"Los Angeles, California",0
1707262413,ios,"Los Angeles, California",0
1707262568,ios,"Los Angeles, California",0
1707263092,android,"New York, New York",1
1707263236,ios,"New York, New York",0
1707263421,android,"New York, New York",0
1707263582,ios,"Dallas-Fort Worth, Texas",0
1707263986,android,"Washington, D.C. (Hagerstown)",0
1707264930,android,"Philadelphia, Pennsylvania",0
1707264996,android,"Washington, D.C. (Hagerstown)",0
1707265003,ios,"Dallas-Fort Worth, Texas",0
1707265304,android,"Los Angeles, California",0
1707265320,ios,"Dallas-Fort Worth, Texas",0
1707265577,ios,"Los Angeles, California",0
1707265704,android,"Los Angeles, California",0
1707265881,android,"Washington, D.C. (Hagerstown)",0
1707266253,ios,"Chicago, Illinois",0
1707266745,ios,"New York, New York",0
1707266979,android,"Boston (Manchester), Massachusetts",0
1707267117,android,"Washington, D.C. (Hagerstown)",0
1707267270,android,"New York, New York",0
1707267301,ios,"Los Angeles, California",0
1707267338,ios,"Los Angeles, California",0
1707267796,ios,"Philadelphia, Pennsylvania",0
1707267903,android,"Dallas-Fort Worth, Texas",0
1707268487,android,"Boston (Manchester), Massachusetts",0
1707268646,ios,"Los Angeles, California",0
1707268674,ios,"New York, New York",0
1707268737,ios,"Los Angeles, California",0
1707269305,android,"New York, New York",0
1707269438,ios,"Chicago, Illinois",0
1707269578,ios,"Chicago, Illinois",0
1707269753,android,"Los Angeles, California",1
1707269777,ios,"New York, New York",0
1707270086,android,"Los Angeles, California",0
1707270147,ios,"Los Angeles, California",0
1707270237,ios,"New York, New York",0
1707270385,ios,"Chicago, Illinois",0
1707270399,ios,"Dallas-Fort Worth, Texas",0
1707270520,ios,"Los Angeles, California",0
1707270721,ios,"New York, New York",0
1707270882,ios,"San Francisco-Oakland-San Jose, California",0
1707270988,android,"Los Angeles, California",0
1707271267,android,"Los Angeles, California",0
1707271481,ios,"New York, New York",0
1707271493,android,"New York, New York",0
1707271689,ios,"Chicago, Illinois",0
1707271781,ios,"Philadelphia, Pennsylvania",0
1707272079,ios,"Atlanta, Georgia",0
1707272145,android,"New York, New York",0
1707272295,android,"San Francisco-Oakland-San Jose, California",0
1707272311,android,"Washington, D.C. (Hagerstown)",0
1707272478,ios,"New York, New York",0
1707273218,android,"New York, New York",0
1707273271,android,"New York, New York",0
1707273404,ios,"Philadelphia, Pennsylvania",0
1707273705,ios,"Los Angeles, California",0
1707273826,ios,"New York, New York",0
1707273954,ios,"Boston (Manchester), Massachusetts",0
1707273980,android,"New York, New York",0
1707274173,android,"Houston, Texas",0
1707274182,android,"New York, New York",0
1707274334,ios,"Chicago, Illinois",0
1707274366,android,"Washington, D.C. (Hagerstown)",0
1707274414,ios,"New York, New York",0
1707274916,ios,"Washington, D.C. (Hagerstown)",0
1707274992,android,"Atlanta, Georgia",0
1707274995,android,"San Francisco-Oakland-San Jose, California",0
1707275409,android,"Philadelphia, Pennsylvania",0
1707275421,android,"Washington, D.C. (Hagerstown)",0
1707275445,ios,"Dallas-Fort Worth, Texas",0
1707275736,ios,"New York, New York",0
1707276039,ios,"Los Angeles, California",0
1707276180,ios,"Boston (Manchester), Massachusetts",0
1707276467,ios,"Dallas-Fort Worth, Texas",0
1707276512,ios,"Los Angeles, California",0
1707276681,android,"Washington, D.C. (Hagerstown)",1
1707276919,android,"Chicago, Illinois",0
1707277039,ios,"Washington, D.C. (Hagerstown)",0
1707277047,android,"Dallas-Fort Worth, Texas",0
1707277101,android,"San Francisco-Oakland-San Jose, California",0
1707277123,ios,"New York, New York",0
1707277278,android,"Chicago, Illinois",0
1707277591,ios,"Los Angeles, California",0
1707277593,android,"Atlanta, Georgia",0
1707277639,android,"San Francisco-Oakland-San Jose, California",0
1707278094,ios,"New York, New York",0
1707278249,android,"Houston, Texas",0
1707278455,ios,"Chicago, Illinois",0
1707278989,ios,"Boston (Manchester), Massachusetts",0
1707279153,ios,"New York, New York",0
1707279189,android,"Los Angeles, California",0
1707279194,ios,"New York, New York",0
1707279241,ios,"Houston, Texas",0
1707279298,android,"Chicago, Illinois",0
1707279455,ios,"Houston, Texas",0
1707279507,ios,"Dallas-Fort Worth, Texas",0
1707279590,android,"Chicago, Illinois",0
1707279728,android,"New York, New York",0
1707279756,ios,"Los Angeles, California",0
1707279810,android,"Dallas-Fort Worth, Texas",0
1707280021,ios,"Boston (Manchester), Massachusetts",0
1707280514,android,"Chicago, Illinois",0
1707280528,android,"Los Angeles, California",0
1707280684,ios,"San Francisco-Oakland-San Jose, California",0
1707280818,ios,"Chicago, Illinois",0
1707280913,ios,"Philadelphia, Pennsylvania",0
1707281429,ios,"Chicago, Illinois",0
1707281506,ios,"New York, New York",0
1707281555,android,"New York, New York",0
1707281766,ios,"Los Angeles, California",0
1707281916,android,"New York, New York",0
1707282319,android,"San Francisco-Oakland-San Jose, California",0
1707282399,ios,"Philadelphia, Pennsylvania",0
1707282697,ios,"Dallas-Fort Worth, Texas",0
1707282716,ios,"Los Angeles, California",0
1707282733,ios,"New York, New York",0
1707282867,android,"New York, New York",0
1707282953,ios,"New York, New York",0
1707283195,ios,"New York, New York",0
1707283281,ios,"Chicago, Illinois",0
1707283337,ios,"Chicago, Illinois",0
1707283390,ios,"Washington, D.C. (Hagerstown)",0
1707283499,ios,"Dallas-Fort Worth, Texas",0
1707283540,ios,"San Francisco-Oakland-San Jose, California",0
1707283728,ios,"Los Angeles, California",0
1707283826,ios,"Washington, D.C. (Hagerstown)",0
1707284030,ios,"New York, New York",0
1707284487,android,"New York, New York",0
1707284697,android,"New York, New York",0
1707284921,ios,"Philadelphia, Pennsylvania",0
1707285051,ios,"San Francisco-Oakland-San Jose, California",0
1707285174,android,"Philadelphia, Pennsylvania",0
1707285238,ios,"Philadelphia, Pennsylvania",0
1707286021,android,"Los Angeles, California",0
1707286148,ios,"Los Angeles, California",0
1707286239,android,"New York, New York",0
1707286279,ios,"Dallas-Fort Worth, Texas",0
1707286319,ios,"Los Angeles, California",0
1707286431,android,"Los Angeles, California",0
1707286586,android,"New York, New York",0
1707286590,android,"New York, New York",1
1707286665,ios,"Atlanta, Georgia",0
1707287170,ios,"New York, New York",0
1707288137,android,"San Francisco-Oakland-San Jose, California",0
1707288157,ios,"New York, New York",0
1707288473,ios,"Los Angeles, California",0
1707288585,ios,"New York, New York",0
1707288781,android,"Chicago, Illinois",0
1707289399,ios,"Philadelphia, Pennsylvania",0
1707289403,ios,"Chicago, Illinois",0
1707289422,android,"Chicago, Illinois",0
1707289546,ios,"New York, New York",0
1707290217,android,"Philadelphia, Pennsylvania",0
1707290227,ios,"New York, New York",0
1707290273,ios,"Los Angeles, California",0
1707290425,ios,"Atlanta, Georgia",0
1707290527,ios,"Los Angeles, California",0
1707290604,ios,"New York, New York",0
1707290660,ios,"Dallas-Fort Worth, Texas",0
1707290684,ios,"Los Angeles, California",0
1707290912,ios,"Atlanta, Georgia",0
1707291125,android,"Los Angeles, California",0
1707291178,ios,"New York, New York",0
1707291304,ios,"Los Angeles, California",0
1707291340,ios,"New York, New York",0
1707292005,ios,"Philadelphia, Pennsylvania",0
1707292105,ios,"Philadelphia, Pennsylvania",0
1707292136,ios,"Chicago, Illinois",0
1707292182,android,"Chicago, Illinois",0
1707292362,ios,"Houston, Texas",0
1707292692,android,"New York, New York",0
1707292717,android,"Washington, D.C. (Hagerstown)",0
1707292750,android,"New York, New York",0
1707292856,ios,"New York, New York",0
1707293049,ios,"New York, New York",0
1707293367,android,"New York, New York",0
1707293590,ios,"New York, New York",0
1707293647,ios,"Houston, Texas",0
1707294111,ios,"New York, New York",0
1707294163,android,"New York, New York",0
1707294200,android,"Chicago, Illinois",0
1707294355,ios,"New York, New York",0
1707294811,ios,"San Francisco-Oakland-San Jose, California",0
1707294948,android,"New York, New York",0
1707295105,android,"New York, New York",0
1707295126,ios,"Dallas-Fort Worth, Texas",0
1707295467,android,"New York, New York",0
1707295986,ios,"Chicago, Illinois",0
1707296106,android,"New York, New York",0
1707296366,android,"Philadelphia, Pennsylvania",0
1707296369,ios,"Los Angeles, California",0
1707296423,ios,"Chicago, Illinois",0
1707296740,ios,"Houston, Texas",0
1707296812,ios,"Boston (Manchester), Massachusetts",0
1707296847,ios,"Los Angeles, California",0
1707296953,android,"Philadelphia, Pennsylvania",0
1707297114,android,"New York, New York",0
1707297438,ios,"Washington, D.C. (Hagerstown)",0
1707297571,ios,"Los Angeles, California",0
1707297756,ios,"Dallas-Fort Worth, Texas",0
1707297776,ios,"San Francisco-Oakland-San Jose, California",0
1707297974,android,"New York, New York",0
1707298318,android,"New York, New York",0
1707298552,android,"Los Angeles, California",0
1707298899,android,"Houston, Texas",0
1707299140,ios,"Chicago, Illinois",0
1707299421,ios,"Washington, D.C. (Hagerstown)",0
1707299577,android,"New York, New York",0
1707299817,android,"Houston, Texas",0
1707299877,android,"Philadelphia, Pennsylvania",0
1707300088,ios,"New York, New York",0
1707300121,ios,"Chicago, Illinois",0
1707300136,ios,"New York, New York",0
1707300202,android,"Washington, D.C. (Hagerstown)",0
1707300375,ios,"Washington, D.C. (Hagerstown)",0
1707300387,ios,"San Francisco-Oakland-San Jose, California",0
1707300449,android,"New York, New York",0
1707300498,ios,"New York, New York",0
1707300781,ios,"Dallas-Fort Worth, Texas",0
1707300992,android,"New York, New York",0
1707301161,android,"Philadelphia, Pennsylvania",0
1707301553,ios,"Los Angeles, California",0
1707302220,ios,"San Francisco-Oakland-San Jose, California",0
1707302236,android,"Houston, Texas",0
1707302260,android,"New York, New York",0
1707302313,ios,"New York, New York",0
1707302390,ios,"Chicago, Illinois",0
1707302580,android,"New York, New York",0
1707302740,android,"Boston (Manchester), Massachusetts",0
1707302745,ios,"New York, New York",0
1707303107,android,"Los Angeles, California",0
1707303232,ios,"Philadelphia, Pennsylvania",0
1707303370,android,"Dallas-Fort Worth, Texas",0
1707303409,ios,"Dallas-Fort Worth, Texas",0
1707303525,android,"Washington, D.C. (Hagerstown)",0
1707304428,ios,"San Francisco-Oakland-San Jose, California",0
1707304451,android,"Los Angeles, California",0
1707304551,ios,"Chicago, Illinois",0
1707304576,ios,"Chicago, Illinois",0
1707304879,android,"Washington, D.C. (Hagerstown)",0
1707304995,android,"Washington, D.C. (Hagerstown)",0
1707305081,android,"New York, New York",0
1707305264,ios,"Los Angeles, California",0
1707305684,android,"Los Angeles, California",0
1707305753,android,"San Francisco-Oakland-San Jose, California",0
1707305990,android,"New York, New York",0
1707306134,ios,"New York, New York",0
1707306145,android,"San Francisco-Oakland-San Jose, California",0
1707306191,android,"San Francisco-Oakland-San Jose, California",0
1707306208,ios,"Houston, Texas",0
1707306293,android,"Los Angeles, California",0
1707306445,android,"Los Angeles, California",0
1707306908,ios,"New York, New York",0
1707307163,ios,"Houston, Texas",0
1707307479,ios,"Philadelphia, Pennsylvania",0
1707307557,android,"New York, New York",0
1707307568,ios,"Los Angeles, California",0
1707307611,ios,"Los Angeles, California",0
1707307684,ios,"Dallas-Fort Worth, Texas",0
1707307821,ios,"New York, New York",0
1707307945,android,"New York, New York",0
1707308345,android,"Houston, Texas",0
1707308433,ios,"New York, New York",0
1707308565,android,"Chicago, Illinois",0
1707308671,ios,"Dallas-Fort Worth, Texas",0
1707308705,ios,"New York, New York",0
1707308848,android,"New York, New York",0
1707309126,android,"New York, New York",0
1707309284,ios,"Boston (Manchester), Massachusetts",0
1707309287,android,"New York, New York",0
1707309309,ios,"Washington, D.C. (Hagerstown)",0
1707309370,android,"Philadelphia, Pennsylvania",0
1707310091,android,"New York, New York",0
1707310227,ios,"New York, New York",0
1707310613,ios,"New York, New York",0
1707311147,ios,"Los Angeles, California",0
1707311320,android,"Philadelphia, Pennsylvania",0
1707311459,ios,"Los Angeles, California",0
1707311463,ios,"Chicago, Illinois",0
1707311591,ios,"Chicago, Illinois",0
1707311725,android,"San Francisco-Oakland-San Jose, California",0
1707312174,ios,"Los Angeles, California",0
1707312944,ios,"Chicago, Illinois",0
1707313179,android,"Dallas-Fort Worth, Texas",0
1707313267,android,"Los Angeles, California",0
1707313400,ios,"Los Angeles, California",0
1707313570,ios,"Houston, Texas",0
1707313571,android,"Chicago, Illinois",0
1707313689,android,"Boston (Manchester), Massachusetts",0
1707313786,ios,"New York, New York",0
1707313888,android,"Atlanta, Georgia",0
1707314110,ios,"Philadelphia, Pennsylvania",0
1707314144,ios,"Los Angeles, California",0
1707314265,android,"New York, New York",0
1707314321,ios,"New York, New York",0
1707314397,android,"New York, New York",0
1707314404,android,"Houston, Texas",0
1707314443,android,"New York, New York",0
1707315139,ios,"Dallas-Fort Worth, Texas",0
1707315150,ios,"Los Angeles, California",0
1707315564,ios,"Los Angeles, California",0
1707315582,ios,"Los Angeles, California",0
1707315619,ios,"Washington, D.C. (Hagerstown)",0
1707315877,ios,"Houston, Texas",0
1707316056,ios,"Los Angeles, California",0
1707316201,ios,"Dallas-Fort Worth, Texas",0
1707316375,ios,"Los Angeles, California",0
1707316887,ios,"Dallas-Fort Worth, Texas",0
1707317198,ios,"Philadelphia, Pennsylvania",0
1707317266,ios,"Houston, Texas",0
1707317513,android,"Dallas-Fort Worth, Texas",0
1707317602,ios,"Chicago, Illinois",0
1707317939,android,"New York, New York",0
1707318092,android,"New York, New York",0
1707318449,ios,"Atlanta, Georgia",0
1707318546,ios,"Boston (Manchester), Massachusetts",0
1707318880,android,"New York, New York",0
1707319012,android,"Boston (Manchester), Massachusetts",0
1707319569,ios,"Washington, D.C. (Hagerstown)",0
1707319825,android,"Chicago, Illinois",0
1707320040,ios,"Boston (Manchester), Massachusetts",0
1707320298,android,"Los Angeles, California",0
1707320442,ios,"New York, New York",0
1707320744,android,"Houston, Texas",0
1707321114,ios,"New York, New York",0
1707321167,android,"New York, New York",0
1707321204,android,"New York, New York",0
1707321418,android,"New York, New York",0
1707321501,ios,"New York, New York",0
1707321529,ios,"New York, New York",0
1707321584,ios,"San Francisco-Oakland-San Jose, California",0
1707321844,ios,"Chicago, Illinois",0
1707322122,android,"New York, New York",0
1707322370,ios,"New York, New York",0
1707322403,android,"Washington, D.C. (Hagerstown)",0
1707322560,ios,"Atlanta, Georgia",0
1707322988,android,"Philadelphia, Pennsylvania",0
1707323032,ios,"Los Angeles, California",0
1707323104,ios,"Boston (Manchester), Massachusetts",0
1707323183,ios,"Los Angeles, California",0
1707323513,ios,"Philadelphia, Pennsylvania",0
1707323871,ios,"Chicago, Illinois",0
1707323985,ios,"Chicago, Illinois",0
1707324117,android,"Boston (Manchester), Massachusetts",0
1707324325,ios,"Philadelphia, Pennsylvania",0
1707324354,android,"New York, New York",0
1707324482,ios,"New York, New York",0
1707324959,android,"Los Angeles, California",0
1707325127,ios,"Atlanta, Georgia",0
1707325223,ios,"San Francisco-Oakland-San Jose, California",0
1707325327,ios,"New York, New York",0
1707325369,ios,"New York, New York",0
1707325442,android,"Washington, D.C. (Hagerstown)",0
1707325590,android,"Los Angeles, California",0
1707325732,ios,"Boston (Manchester), Massachusetts",0
1707325737,ios,"Chicago, Illinois",0
1707325859,ios,"Philadelphia, Pennsylvania",0
1707326423,ios,"New York, New York",0
1707326553,ios,"New York, New York",0
1707326561,ios,"Philadelphia, Pennsylvania",0
1707326578,ios,"Los Angeles, California",0
1707326582,ios,"New York, New York",0
1707326601,android,"New York, New York",0
1707326688,android,"Dallas-Fort Worth, Texas",0
1707326695,ios,"Philadelphia, Pennsylvania",0
1707326802,android,"Boston (Manchester), Massachusetts",0
1707326804,ios,"Dallas-Fort Worth, Texas",0
1707326887,ios,"Chicago, Illinois",0
1707327008,android,"San Francisco-Oakland-San Jose, California",0
1707327092,android,"Los Angeles, California",0
1707327139,ios,"New York, New York",0
1707327405,ios,"Los Angeles, California",0
1707327409,android,"Chicago, Illinois",0
1707327436,android,"Houston, Texas",0
1707327680,android,"Los Angeles, California",0
